temp_lo_id,question_text,question_type,suggested_solution,difficulty
LO-C2-04,"Hình vẽ sau đây biểu diễn tập nghiệm của bất phương trình nào? (Hình vẽ cho thấy trục số với phần bên phải số 5 bị gạch bỏ, và tại số 5 là dấu ngoặc vuông `]` )",tự luận,"Phân tích hình vẽ:\\- Phần không bị gạch là phần bên trái của số 5, bao gồm cả số 5.\\- Dấu ngoặc vuông `]` tại số 5 cho biết tập nghiệm bao gồm cả giá trị 5.\\Điều này có nghĩa là tập nghiệm là tất cả các số $$x$$ sao cho $$x$$ nhỏ hơn hoặc bằng 5.\\Vậy, hình vẽ biểu diễn tập nghiệm của bất phương trình $$x \le 5$$.",vận dụng
LO-C2-04,Giải bất phương trình $$ -\frac{x}{2} + 1 \ge 0 $$ và biểu diễn tập nghiệm trên trục số.,tự luận,"Bước 1: Giải bất phương trình.\\$$ -\frac{x}{2} + 1 \ge 0$$\\$$ -\frac{x}{2} \ge -1$$\\Nhân cả hai vế với -2 (số âm), phải đổi chiều bất phương trình:\\$$x \le (-1) \cdot (-2)$$\\$$x \le 2$$\\Tập nghiệm là $$S = \{x | x \le 2\}$$.\\Bước 2: Biểu diễn trên trục số.\\Trên trục số, ta xác định điểm 2. Vì $$x \le 2$$, ta dùng dấu ngoặc vuông `]` tại điểm 2.\\Ta gạch bỏ phần bên phải của điểm 2 (phần lớn hơn 2).\\Phần không bị gạch bên trái điểm 2 (bao gồm cả 2) là biểu diễn tập nghiệm.",vận dụng cao
LO-C2-05,Giải bất phương trình: $$ (x+1)^2 > x^2 $$,tự luận,"Ta biến đổi bất phương trình:\\$$(x+1)^2 > x^2$$\\$$x^2 + 2x + 1 > x^2$$ (Khai triển hằng đẳng thức)\\$$2x + 1 > 0$$ (Trừ $$x^2$$ ở cả hai vế)\\$$2x > -1$$\\$$x > -\frac{1}{2}$$\\Vậy, tập nghiệm của bất phương trình là $$S = \{x | x > -\frac{1}{2}\}$$.",thông hiểu
LO-C2-05,Giải bất phương trình: $$ \frac{x-2}{3} < 1 $$,tự luận,"Ta biến đổi bất phương trình:\\$$ \frac{x-2}{3} < 1$$\\Nhân cả hai vế với 3 (số dương), giữ nguyên chiều bất phương trình:\\$$x-2 < 3$$\\$$x < 3 + 2$$\\$$x < 5$$\\Vậy, tập nghiệm của bất phương trình là $$S = \{x | x < 5\}$$.",thông hiểu
LO-C2-05,Giải bất phương trình: $$ \frac{2x-1}{3} \ge \frac{x+2}{2} $$,tự luận,"Để khử mẫu, ta quy đồng mẫu số. Mẫu số chung là 6.\\Nhân cả hai vế của bất phương trình với 6 (số dương), ta được:\\$$2(2x-1) \ge 3(x+2)$$\\$$4x - 2 \ge 3x + 6$$\\$$4x - 3x \ge 6 + 2$$\\$$x \ge 8$$\\Vậy, tập nghiệm của bất phương trình là $$S = \{x | x \ge 8\}$$.",vận dụng
LO-C2-05,Giải bất phương trình: $$ x - \frac{x+1}{2} > 1 - \frac{x-2}{3} $$,tự luận,"Mẫu số chung của hai vế là 6.\\Quy đồng và khử mẫu (nhân cả hai vế với 6):\\$$6x - 3(x+1) > 6 - 2(x-2)$$\\$$6x - 3x - 3 > 6 - 2x + 4$$\\$$3x - 3 > 10 - 2x$$\\$$3x + 2x > 10 + 3$$\\$$5x > 13$$\\$$x > \frac{13}{5}$$\\Vậy, tập nghiệm của bất phương trình là $$S = \{x | x > \frac{13}{5}\}$$.",vận dụng cao
LO-C2-05,Tìm các giá trị nguyên của $$x$$ thỏa mãn đồng thời hai bất phương trình: $$2x - 4 > 0$$ và $$5 - x > 1$$.,tự luận,"Ta giải từng bất phương trình:\\(1) $$2x - 4 > 0 \implies 2x > 4 \implies x > 2$$\\(2) $$5 - x > 1 \implies -x > 1 - 5 \implies -x > -4 \implies x < 4$$\\Để thỏa mãn đồng thời cả hai bất phương trình, ta cần tìm $$x$$ sao cho $$2 < x < 4$$.\\Các giá trị nguyên của $$x$$ nằm trong khoảng $$(2, 4)$$ là $$x = 3$$.\\Vậy, giá trị nguyên cần tìm là 3.",vận dụng cao
LO-C2-06,"Chứng minh rằng với mọi số thực $$a$$, ta luôn có $$a^2 \ge 0$$.",tự luận,"Ta xét các trường hợp của $$a$$:\\- Nếu $$a > 0$$, thì $$a^2 = a \cdot a > 0$$ (tích hai số dương là một số dương).\\- Nếu $$a < 0$$, thì $$a^2 = a \cdot a > 0$$ (tích hai số âm là một số dương).\\- Nếu $$a = 0$$, thì $$a^2 = 0^2 = 0$$.\\Kết hợp cả ba trường hợp, ta thấy $$a^2$$ luôn lớn hơn hoặc bằng 0.\\Vậy, với mọi số thực $$a$$, ta có $$a^2 \ge 0$$. Dấu ""="" xảy ra khi $$a = 0$$.",nhận biết
LO-C2-06,"Cho hai số $$a, b$$. Chứng minh rằng $$a^2 + b^2 \ge 2ab$$.",tự luận,"Để chứng minh $$a^2 + b^2 \ge 2ab$$, ta sử dụng phép biến đổi tương đương.\\Bất đẳng thức cần chứng minh tương đương với:\\$$a^2 - 2ab + b^2 \ge 0$$\\Nhận thấy vế trái là hằng đẳng thức bình phương của một hiệu:\\$$(a - b)^2 \ge 0$$\\Bất đẳng thức cuối cùng này luôn đúng với mọi số thực $$a, b$$ (vì bình phương của một số luôn không âm).\\Do các phép biến đổi là tương đương, nên bất đẳng thức ban đầu $$a^2 + b^2 \ge 2ab$$ là đúng.\\Dấu ""="" xảy ra khi $$a - b = 0 \iff a = b$$.",thông hiểu
LO-C2-06,"Chứng minh rằng với mọi số thực $$x$$, biểu thức $$A = x^2 - 4x + 5$$ luôn dương.",tự luận,"Ta biến đổi biểu thức A bằng cách thêm bớt để tạo thành hằng đẳng thức:\\$$A = x^2 - 4x + 5$$\\$$A = (x^2 - 2 \cdot x \cdot 2 + 4) + 1$$\\$$A = (x - 2)^2 + 1$$\\Ta có: $$(x - 2)^2 \ge 0$$ với mọi $$x$$. (bình phương của một số luôn không âm)\\Suy ra: $$(x - 2)^2 + 1 \ge 0 + 1 = 1$$.\\Vì $$A \ge 1$$, nên $$A > 0$$ với mọi $$x$$.\\Vậy, biểu thức $$A = x^2 - 4x + 5$$ luôn dương với mọi số thực $$x$$.",vận dụng
LO-C2-06,"Cho hai số dương $$a, b$$. Chứng minh rằng $$\frac{a+b}{2} \ge \sqrt{ab}$$ (Bất đẳng thức Cauchy cho 2 số).",tự luận,"Vì $$a, b$$ là các số dương, cả hai vế của bất đẳng thức đều không âm. Ta có thể bình phương hai vế mà không làm thay đổi chiều bất đẳng thức.\\Bất đẳng thức cần chứng minh tương đương với:\\$$(\frac{a+b}{2})^2 \ge (\sqrt{ab})^2$$\\$$\frac{(a+b)^2}{4} \ge ab$$\\$$\frac{a^2 + 2ab + b^2}{4} \ge ab$$\\$$a^2 + 2ab + b^2 \ge 4ab$$\\$$a^2 - 2ab + b^2 \ge 0$$\\$$(a - b)^2 \ge 0$$\\Bất đẳng thức cuối cùng này luôn đúng với mọi $$a, b$$. Do đó, bất đẳng thức ban đầu là đúng.\\Dấu ""="" xảy ra khi $$a = b$$.",vận dụng
LO-C2-06,"Cho $$a, b$$ là hai số dương. Chứng minh rằng $$(a+b)(\frac{1}{a} + \frac{1}{b}) \ge 4$$.",tự luận,"Cách 1: Biến đổi trực tiếp.\\$$(a+b)(\frac{1}{a} + \frac{1}{b}) = a\frac{1}{a} + a\frac{1}{b} + b\frac{1}{a} + b\frac{1}{b}$$\\$$= 1 + \frac{a}{b} + \frac{b}{a} + 1$$\\$$= 2 + (\frac{a}{b} + \frac{b}{a})$$\\Áp dụng bất đẳng thức Cauchy cho hai số dương $$\frac{a}{b}$$ và $$\frac{b}{a}$$, ta có:\\$$\frac{a}{b} + \frac{b}{a} \ge 2\sqrt{\frac{a}{b} \cdot \frac{b}{a}} = 2\sqrt{1} = 2$$\\Suy ra: $$2 + (\frac{a}{b} + \frac{b}{a}) \ge 2 + 2 = 4$$.\\Vậy, $$(a+b)(\frac{1}{a} + \frac{1}{b}) \ge 4$$. Dấu ""="" xảy ra khi $$\frac{a}{b} = \frac{b}{a} \iff a^2 = b^2 \iff a = b$$ (vì a, b dương).\\Cách 2: Sử dụng BĐT Cauchy trực tiếp.\\Áp dụng BĐT Cauchy cho hai số dương a, b: $$a+b \ge 2\sqrt{ab}$$.\\Áp dụng BĐT Cauchy cho hai số dương $$\frac{1}{a}, \frac{1}{b}$$: $$\frac{1}{a} + \frac{1}{b} \ge 2\sqrt{\frac{1}{a} \cdot \frac{1}{b}} = 2\frac{1}{\sqrt{ab}}$$.\\Nhân vế theo vế hai bất đẳng thức cùng chiều (vì các vế đều dương):\\$$(a+b)(\frac{1}{a} + \frac{1}{b}) \ge 2\sqrt{ab} \cdot 2\frac{1}{\sqrt{ab}} = 4$$. (đpcm)",vận dụng cao
LO-C2-07,"Một người có số tiền không quá 70.000 đồng, gồm 10 tờ tiền với hai mệnh giá 5.000 đồng và 10.000 đồng. Hỏi người đó có thể có nhiều nhất bao nhiêu tờ 10.000 đồng?",tự luận,"Gọi số tờ tiền mệnh giá 10.000 đồng là $$x$$ (tờ, $$x \in \mathbb{N}, 0 \le x \le 10$$).\\Số tờ tiền mệnh giá 5.000 đồng là $$10 - x$$ (tờ).\\Tổng số tiền người đó có là: $$10000x + 5000(10 - x)$$.\\Theo đề bài, tổng số tiền không quá 70.000 đồng, ta có bất phương trình:\\$$10000x + 5000(10 - x) \le 70000$$\\Chia cả hai vế cho 1000: $$10x + 5(10 - x) \le 70$$\\$$10x + 50 - 5x \le 70$$\\$$5x \le 20$$\\$$x \le 4$$\\Vì $$x$$ là số nguyên, nên giá trị lớn nhất của $$x$$ là 4.\\Vậy, người đó có thể có nhiều nhất 4 tờ 10.000 đồng.",thông hiểu
LO-C2-07,"Điểm kiểm tra môn Toán của An trong học kỳ I là: 8, 7, 9, 10. An cần đạt điểm trung bình môn Toán ít nhất là 8.5 để được học sinh giỏi. Hỏi trong bài kiểm tra cuối kỳ, An cần đạt ít nhất bao nhiêu điểm (biết rằng điểm các bài kiểm tra có hệ số như nhau)?",tự luận,"Gọi điểm bài kiểm tra cuối kỳ của An là $$x$$ (điểm, $$0 \le x \le 10$$).\\Tổng cộng có 5 bài kiểm tra.\\Tổng điểm của 5 bài là: $$8 + 7 + 9 + 10 + x = 34 + x$$.\\Điểm trung bình của 5 bài là: $$\frac{34 + x}{5}$$.\\Để đạt điểm trung bình ít nhất là 8.5, ta có bất phương trình:\\$$\frac{34 + x}{5} \ge 8.5$$\\$$34 + x \ge 8.5 \cdot 5$$\\$$34 + x \ge 42.5$$\\$$x \ge 42.5 - 34$$\\$$x \ge 8.5$$\\Vậy, trong bài kiểm tra cuối kỳ, An cần đạt ít nhất 8.5 điểm.",vận dụng
LO-C2-07,"Một công ty viễn thông có hai gói cước. Gói A: phí thuê bao 50.000 đồng/tháng, cước gọi 1.000 đồng/phút. Gói B: không có phí thuê bao, cước gọi 1.500 đồng/phút. Một người nên sử dụng gói cước nào thì có lợi hơn?",tự luận,"Gọi số phút gọi trong một tháng là $$x$$ (phút, $$x \ge 0$$).\\Chi phí sử dụng gói A là: $$C_A = 50000 + 1000x$$.\\Chi phí sử dụng gói B là: $$C_B = 1500x$$.\\Để gói A có lợi hơn gói B, chi phí của gói A phải nhỏ hơn chi phí của gói B:\\$$C_A < C_B$$\\$$50000 + 1000x < 1500x$$\\$$50000 < 1500x - 1000x$$\\$$50000 < 500x$$\\$$\frac{50000}{500} < x$$\\$$100 < x$$\\Kết luận:\\- Nếu người đó gọi nhiều hơn 100 phút mỗi tháng ($$x > 100$$), thì nên dùng gói A.\\- Nếu người đó gọi ít hơn 100 phút mỗi tháng ($$x < 100$$), thì nên dùng gói B.\\- Nếu người đó gọi đúng 100 phút mỗi tháng ($$x = 100$$), thì chi phí hai gói như nhau.",vận dụng
LO-C2-07,"Một cửa hàng bán một loại sản phẩm với giá 20.000 đồng/sản phẩm. Với giá bán này, cửa hàng bán được 100 sản phẩm mỗi ngày. Cửa hàng dự định giảm giá bán, và ước tính rằng cứ mỗi lần giảm 1.000 đồng thì số sản phẩm bán được mỗi ngày sẽ tăng thêm 20 sản phẩm. Hỏi cửa hàng nên bán sản phẩm với giá bao nhiêu để doanh thu mỗi ngày không thấp hơn 2.250.000 đồng?",tự luận,"Gọi số lần giảm giá 1.000 đồng là $$x$$ ($$x \ge 0$$).\\Giá bán mới là: $$20000 - 1000x$$.\\Số sản phẩm bán được mới là: $$100 + 20x$$.\\Doanh thu mỗi ngày là: $$(20000 - 1000x)(100 + 20x)$$.\\Để doanh thu không thấp hơn 2.250.000 đồng, ta có bất phương trình:\\$$(20000 - 1000x)(100 + 20x) \ge 2250000$$\\$$1000(20 - x) \cdot 20(5 + x) \ge 2250000$$\\$$20000(20 - x)(5 + x) \ge 2250000$$\\$(20 - x)(5 + x) \ge \frac{2250000}{20000} = 112.5$$\\$$100 + 20x - 5x - x^2 \ge 112.5$$\\$$100 + 15x - x^2 \ge 112.5$$\\$$0 \ge x^2 - 15x + 12.5$$\\$$x^2 - 15x + 12.5 \le 0$$\\Giải phương trình $$x^2 - 15x + 12.5 = 0$$, ta có nghiệm $$x \approx 0.88$$ và $$x \approx 14.12$$.\\Vì parabol $$y = x^2 - 15x + 12.5$$ có bề lõm quay lên, nên $$x^2 - 15x + 12.5 \le 0$$ khi $$0.88 \le x \le 14.12$$.\\Vì $$x$$ là số nguyên (số lần giảm giá), nên $$1 \le x \le 14$$.\\Giá bán tương ứng: $$20000 - 1000(1) = 19000$$ và $$20000 - 1000(14) = 6000$$.\\Vậy, cửa hàng nên bán sản phẩm với giá từ 6.000 đồng đến 19.000 đồng.",vận dụng cao
LO-C2-07,"Một người nông dân muốn rào một mảnh đất hình chữ nhật có diện tích ít nhất là 180 m². Người đó đã có sẵn 30m hàng rào. Hỏi chiều rộng của mảnh đất có thể nhận các giá trị trong khoảng nào, biết rằng chiều dài lớn hơn chiều rộng?",tự luận,"Gọi chiều rộng của mảnh đất là $$x$$ (m, $$x > 0$$).\\Chu vi của mảnh đất là 30m, nên nửa chu vi là 15m.\\Chiều dài của mảnh đất là $$15 - x$$ (m).\\Điều kiện: chiều dài lớn hơn chiều rộng, nên $$15 - x > x \implies 15 > 2x \implies x < 7.5$$.\\Vậy, điều kiện của $$x$$ là $$0 < x < 7.5$$.\\Diện tích của mảnh đất là $$x(15 - x)$$.\\Theo đề bài, diện tích ít nhất là 180 m², ta có bất phương trình:\\$$x(15 - x) \ge 180$$\\$$15x - x^2 \ge 180$$\\$$0 \ge x^2 - 15x + 180$$\\Xét tam thức bậc hai $$f(x) = x^2 - 15x + 180$$.\\Ta có $$\Delta = (-15)^2 - 4(1)(180) = 225 - 720 = -495 < 0$$.\\Vì $$\Delta < 0$$ và hệ số $$a=1 > 0$$, nên tam thức $$f(x)$$ luôn dương với mọi $$x$$.\\Điều này có nghĩa là bất phương trình $$x^2 - 15x + 180 \le 0$$ vô nghiệm.\\Vậy, không có giá trị nào của chiều rộng thỏa mãn yêu cầu bài toán. (Có thể đề bài có lỗi, ví dụ diện tích là 50m² thay vì 180m²).",vận dụng cao
LO-C2-08,"Không dùng máy tính, hãy so sánh $$2023 + 2025$$ và $$2 \cdot 2024$$.",tự luận,"Ta có: $$2023 = 2024 - 1$$ và $$2025 = 2024 + 1$$.\\Do đó, $$2023 + 2025 = (2024 - 1) + (2024 + 1) = 2024 + 2024 - 1 + 1 = 2 \cdot 2024$$.\\Vậy, $$2023 + 2025 = 2 \cdot 2024$$.",nhận biết
LO-C2-08,Cho $$a > b$$. So sánh $$a - 5$$ và $$b - 10$$.,tự luận,"Ta không thể kết luận trực tiếp. Ta cần xét hiệu:\\$$(a - 5) - (b - 10) = a - 5 - b + 10 = (a - b) + 5$$\\Vì $$a > b$$, nên $$a - b > 0$$.\\Do đó, $$(a - b) + 5 > 0 + 5 = 5 > 0$$.\\Vì hiệu $$(a - 5) - (b - 10)$$ dương, nên $$a - 5 > b - 10$$.",thông hiểu
LO-C2-08,So sánh $$A = \sqrt{2} + \sqrt{3}$$ và $$B = \sqrt{10}$$.,tự luận,"Vì A và B đều là các số dương, ta có thể so sánh $$A^2$$ và $$B^2$$.\\$$A^2 = (\sqrt{2} + \sqrt{3})^2 = (\sqrt{2})^2 + 2\sqrt{2}\sqrt{3} + (\sqrt{3})^2 = 2 + 2\sqrt{6} + 3 = 5 + 2\sqrt{6}$$.\\$$B^2 = (\sqrt{10})^2 = 10 = 5 + 5$$.\\Bây giờ ta so sánh $$2\sqrt{6}$$ và 5.\\$$(2\sqrt{6})^2 = 4 \cdot 6 = 24$$\\$$5^2 = 25$$\\Vì $$24 < 25$$, nên $$(2\sqrt{6})^2 < 5^2$$. Do đó, $$2\sqrt{6} < 5$$.\\Suy ra $$5 + 2\sqrt{6} < 5 + 5$$, tức là $$A^2 < B^2$$.\\Vì A, B dương nên $$A < B$$. Vậy $$\sqrt{2} + \sqrt{3} < \sqrt{10}$$.",vận dụng
LO-C2-08,"Cho $$a, b$$ là hai số dương. So sánh $$\frac{a+b}{2}$$ và $$\frac{2ab}{a+b}$$.",tự luận,"Ta xét hiệu: $$\frac{a+b}{2} - \frac{2ab}{a+b} = \frac{(a+b)^2 - 4ab}{2(a+b)}$$\\$$= \frac{a^2 + 2ab + b^2 - 4ab}{2(a+b)}$$\\$$= \frac{a^2 - 2ab + b^2}{2(a+b)}$$\\$$= \frac{(a-b)^2}{2(a+b)}$$\\Vì $$a, b$$ là hai số dương, nên $$a+b > 0$$. Do đó, $$2(a+b) > 0$$.\\Lại có $$(a-b)^2 \ge 0$$ với mọi $$a, b$$.\\Suy ra, $$\frac{(a-b)^2}{2(a+b)} \ge 0$$.\\Vậy, $$\frac{a+b}{2} \ge \frac{2ab}{a+b}$$. Dấu ""="" xảy ra khi $$a=b$$.",vận dụng cao
LO-C2-08,Cho $$0 < a < 1$$. So sánh $$a^2$$ và $$a$$.,tự luận,"Ta xét hiệu $$a^2 - a$$.\\$$a^2 - a = a(a - 1)$$.\\Theo giả thiết, ta có:\\- $$a > 0$$.\\- $$a < 1 \implies a - 1 < 0$$.\\Tích của một số dương ($$a$$) và một số âm ($$a-1$$) là một số âm.\\Do đó, $$a(a - 1) < 0$$, hay $$a^2 - a < 0$$.\\Vậy, $$a^2 < a$$.",vận dụng cao
LO-C2-09,Tìm giá trị nhỏ nhất của biểu thức $$A = x^2 + 3$$.,tự luận,"Ta có bất đẳng thức cơ bản: $$x^2 \ge 0$$ với mọi $$x$$.\\Cộng 3 vào cả hai vế, ta được:\\$$x^2 + 3 \ge 0 + 3$$\\$$A \ge 3$$\\Vậy, giá trị nhỏ nhất (GTNN) của A là 3. Dấu ""="" xảy ra khi $$x^2 = 0 \iff x = 0$$.",nhận biết
LO-C2-09,Tìm giá trị lớn nhất của biểu thức $$B = 5 - (x-1)^2$$.,tự luận,"Ta có: $$(x-1)^2 \ge 0$$ với mọi $$x$$.\\Nhân cả hai vế với -1, đổi chiều bất đẳng thức:\\$$-(x-1)^2 \le 0$$\\Cộng 5 vào cả hai vế:\\$$5 - (x-1)^2 \le 5$$\\$$B \le 5$$\\Vậy, giá trị lớn nhất (GTLN) của B là 5. Dấu ""="" xảy ra khi $$(x-1)^2 = 0 \iff x - 1 = 0 \iff x = 1$$.",thông hiểu
LO-C2-09,Tìm giá trị nhỏ nhất của biểu thức $$C = x^2 + 6x + 11$$.,tự luận,"Ta biến đổi C về dạng bình phương của một tổng cộng với một hằng số:\\$$C = x^2 + 2 \cdot x \cdot 3 + 9 + 2$$\\$$C = (x^2 + 6x + 9) + 2$$\\$$C = (x+3)^2 + 2$$\\Vì $$(x+3)^2 \ge 0$$ với mọi $$x$$, nên $$(x+3)^2 + 2 \ge 2$$.\\Vậy, GTNN của C là 2. Dấu ""="" xảy ra khi $$x+3 = 0 \iff x = -3$$.",vận dụng
LO-C2-09,Cho $$x > 0$$. Tìm giá trị nhỏ nhất của biểu thức $$D = x + \frac{4}{x}$$.,tự luận,"Vì $$x > 0$$, nên $$\frac{4}{x}$$ cũng dương.\\Áp dụng bất đẳng thức Cauchy cho hai số dương $$x$$ và $$\frac{4}{x}$$, ta có:\\$$D = x + \frac{4}{x} \ge 2\sqrt{x \cdot \frac{4}{x}}$$\\$$D \ge 2\sqrt{4}$$\\$$D \ge 2 \cdot 2 = 4$$\\Vậy, GTNN của D là 4. Dấu ""="" xảy ra khi $$x = \frac{4}{x} \iff x^2 = 4 \iff x = 2$$ (vì $$x > 0$$).",vận dụng cao
LO-C2-09,Tìm giá trị lớn nhất của biểu thức $$E = \frac{1}{x^2 - 2x + 3}$$.,tự luận,"Để E đạt giá trị lớn nhất, mẫu số $$x^2 - 2x + 3$$ phải đạt giá trị nhỏ nhất và phải dương.\\Xét mẫu số: $$M = x^2 - 2x + 3 = (x^2 - 2x + 1) + 2 = (x-1)^2 + 2$$.\\Vì $$(x-1)^2 \ge 0$$, nên $$M = (x-1)^2 + 2 \ge 2$$.\\Mẫu số M luôn dương. GTNN của M là 2, xảy ra khi $$x=1$$.\\Khi đó, biểu thức E sẽ đạt GTLN.\\GTLN của E là $$\frac{1}{\text{GTNN của M}} = \frac{1}{2}$$.\\Vậy, GTLN của E là $$\frac{1}{2}$$, đạt được khi $$x=1$$.",vận dụng cao
LO-C2-10,Giải phương trình: $$|x| = 5$$,tự luận,"Theo định nghĩa giá trị tuyệt đối, $$|x| = 5$$ có nghĩa là khoảng cách từ x đến 0 bằng 5.\\Điều này xảy ra khi và chỉ khi:\\$$x = 5$$ hoặc $$x = -5$$\\Vậy, tập nghiệm của phương trình là $$S = \{-5; 5\}$$.",nhận biết
LO-C2-10,Giải phương trình: $$|x - 3| = 2$$,tự luận,"Phương trình $$|x - 3| = 2$$ tương đương với hai trường hợp:\\Trường hợp 1: $$x - 3 = 2 \implies x = 5$$\\Trường hợp 2: $$x - 3 = -2 \implies x = 1$$\\Vậy, tập nghiệm của phương trình là $$S = \{1; 5\}$$.",thông hiểu
LO-C2-10,Giải phương trình: $$|2x - 1| = x + 2$$,tự luận,"Điều kiện: Vế phải không âm, do đó $$x + 2 \ge 0 \implies x \ge -2$$.\\Với điều kiện trên, phương trình tương đương với hai trường hợp:\\Trường hợp 1: $$2x - 1 = x + 2$$\\$$2x - x = 2 + 1$$\\$$x = 3$$ (Thỏa mãn điều kiện $$x \ge -2$$).\\Trường hợp 2: $$2x - 1 = -(x + 2)$$\\$$2x - 1 = -x - 2$$\\$$2x + x = -2 + 1$$\\$$3x = -1$$\\$$x = -\frac{1}{3}$$ (Thỏa mãn điều kiện $$x \ge -2$$).\\Vậy, tập nghiệm của phương trình là $$S = \{3; -\frac{1}{3}\}$$.",vận dụng
LO-C2-10,Giải phương trình: $$|x - 4| = |2x|$$,tự luận,"Phương trình $$|A| = |B|$$ tương đương với $$A=B$$ hoặc $$A=-B$$.\\Trường hợp 1: $$x - 4 = 2x$$\\$-4 = 2x - x$$\\$$x = -4$$\\Trường hợp 2: $$x - 4 = -2x$$\\$$x + 2x = 4$$\\$$3x = 4$$\\$$x = \frac{4}{3}$$\\Vậy, tập nghiệm của phương trình là $$S = \{-4; \frac{4}{3}\}$$.",vận dụng
LO-C2-10,Giải phương trình: $$|x - 1| + |x - 3| = 2$$,tự luận,"Ta lập bảng xét dấu để phá dấu giá trị tuyệt đối:\\- $$x - 1 = 0 \iff x = 1$$\\- $$x - 3 = 0 \iff x = 3$$\\Ta xét 3 khoảng:\\1. Nếu $$x < 1$$: Phương trình trở thành $$-(x - 1) - (x - 3) = 2$$\\$-x + 1 - x + 3 = 2$$\\$-2x + 4 = 2$$\\$-2x = -2 \implies x = 1$$ (Không thỏa mãn điều kiện $$x < 1$$, loại).\\2. Nếu $$1 \le x < 3$$: Phương trình trở thành $$(x - 1) - (x - 3) = 2$$\\$$x - 1 - x + 3 = 2$$\\$$2 = 2$$ (Luôn đúng).\\Vậy, mọi giá trị $$x$$ trong khoảng $$1 \le x < 3$$ đều là nghiệm.\\3. Nếu $$x \ge 3$$: Phương trình trở thành $$(x - 1) + (x - 3) = 2$$\\$$2x - 4 = 2$$\\$$2x = 6 \implies x = 3$$ (Thỏa mãn điều kiện $$x \ge 3$$, nhận).\\Kết hợp các trường hợp, tập nghiệm của phương trình là $$1 \le x \le 3$$.",vận dụng cao
LO-C3-01,Tìm căn bậc hai số học của 16.,tự luận,"Căn bậc hai số học của một số a không âm là số x không âm sao cho $$x^2 = a$$.\\Căn bậc hai số học của 16, ký hiệu là $$\sqrt{16}$$, là số không âm mà bình phương lên bằng 16.\\Ta có $$4^2 = 16$$ và $$4 \ge 0$$.\\Vậy, $$\sqrt{16} = 4$$.",nhận biết
LO-C3-01,So sánh 3 và $$\sqrt{10}$$.,tự luận,"Để so sánh 3 và $$\sqrt{10}$$, ta so sánh bình phương của chúng.\\Ta có: $$3^2 = 9$$.\$$(\sqrt{10})^2 = 10$$.\\Vì $$9 < 10$$, nên theo quy tắc so sánh các căn bậc hai, ta có $$\sqrt{9} < \sqrt{10}$$.\\Vậy, $$3 < \sqrt{10}$$.",thông hiểu
LO-C3-01,So sánh $$2\sqrt{5}$$ và $$5$$.,tự luận,"Ta so sánh bình phương của hai số.\\$$(2\sqrt{5})^2 = 2^2 \cdot (\sqrt{5})^2 = 4 \cdot 5 = 20$$.\\$$5^2 = 25$$.\\Vì $$20 < 25$$, nên $$\sqrt{20} < \sqrt{25}$$.\\Vậy, $$2\sqrt{5} < 5$$.",vận dụng
LO-C3-01,"Sắp xếp các số sau theo thứ tự tăng dần: $$6, \sqrt{30}, 2\sqrt{10}, 4\sqrt{2}$$.",tự luận,"Ta đưa các số về dưới dạng căn bậc hai để so sánh.\\$$6 = \sqrt{36}$$\\$$\sqrt{30}$$\\$$2\sqrt{10} = \sqrt{2^2 \cdot 10} = \sqrt{40}$$\\$$4\sqrt{2} = \sqrt{4^2 \cdot 2} = \sqrt{32}$$\\So sánh các số trong căn: $$30 < 32 < 36 < 40$$.\\Do đó, $$\sqrt{30} < \sqrt{32} < \sqrt{36} < \sqrt{40}$$.\\Vậy, thứ tự tăng dần là: $$\sqrt{30}, 4\sqrt{2}, 6, 2\sqrt{10}$$.",vận dụng
LO-C3-01,So sánh $$\sqrt{2024} + \sqrt{2026}$$ và $$2\sqrt{2025}$$.,tự luận,"Đặt $$A = \sqrt{2024} + \sqrt{2026}$$ và $$B = 2\sqrt{2025}$$. Ta so sánh $$A^2$$ và $$B^2$$.\\$$B^2 = (2\sqrt{2025})^2 = 4 \cdot 2025 = 8100$$.\\$$A^2 = (\sqrt{2024} + \sqrt{2026})^2 = 2024 + 2026 + 2\sqrt{2024 \cdot 2026}$$\\$$A^2 = 4050 + 2\sqrt{(2025-1)(2025+1)}$$\\$$A^2 = 4050 + 2\sqrt{2025^2 - 1}$$\\Vì $$\sqrt{2025^2 - 1} < \sqrt{2025^2} = 2025$$, nên\\$$A^2 = 4050 + 2\sqrt{2025^2 - 1} < 4050 + 2 \cdot 2025 = 4050 + 4050 = 8100$$.\\Do đó, $$A^2 < B^2$$. Vì A, B đều dương nên $$A < B$$.\\Vậy, $$\sqrt{2024} + \sqrt{2026} < 2\sqrt{2025}$$.",vận dụng cao
LO-C3-02,Tìm điều kiện của $$x$$ để biểu thức $$\sqrt{x-3}$$ có nghĩa.,tự luận,"Biểu thức $$\sqrt{A}$$ có nghĩa khi và chỉ khi $$A \ge 0$$.\\Để $$\sqrt{x-3}$$ có nghĩa, ta cần có:\\$$x - 3 \ge 0$$\\$$x \ge 3$$\\Vậy, điều kiện xác định là $$x \ge 3$$.",nhận biết
